Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Furnished,Open_fire,Terrace,Terrace_Area,Garden,Garden_Area,Surface_of_the_Land,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,Disabled_Access,Lift
425000.0,1050,APARTMENT,APARTMENT,GOOD,2.0,118.0,False,0.0,,1.0,6.0,,,,,2.0,,,1.0
224000.0,9800,APARTMENT,APARTMENT,GOOD,2.0,76.0,False,0.0,,1.0,,,,,,2.0,0.0,,0.0
479000.0,2170,HOUSE,HOUSE,AS_NEW,4.0,210.0,True,,,1.0,20.0,,,,76.0,2.0,,,
725000.0,1830,HOUSE,HOUSE,,5.0,357.0,False,0.0,,1.0,10.0,,,,1191.0,3.0,0.0,0.0,0.0
395000.0,1050,APARTMENT,APARTMENT,TO_RENOVATE,3.0,117.0,False,0.0,,1.0,,,,,,2.0,0.0,1.0,1.0
265000.0,1200,APARTMENT,APARTMENT,TO_BE_DONE_UP,1.0,63.0,True,0.0,,,,,,,,3.0,0.0,0.0,1.0
269000.0,6720,HOUSE,HOUSE,GOOD,3.0,185.0,False,,,1.0,25.0,1.0,85.0,85.0,260.0,2.0,,,
337000.0,9230,APARTMENT,SERVICE_FLAT,,1.0,72.0,False,,,1.0,,,,,,,,,
225000.0,8670,APARTMENT,SERVICE_FLAT,AS_NEW,1.0,67.0,False,0.0,,1.0,8.0,,,,,,,,1.0
599000.0,1370,HOUSE,HOUSE,GOOD,5.0,326.0,False,0.0,,1.0,60.0,1.0,485.0,485.0,698.0,2.0,0.0,1.0,0.0
195000.0,1070,APARTMENT,APARTMENT,GOOD,2.0,86.0,False,,,1.0,21.0,,,,,4.0,,,1.0
795000.0,9320,HOUSE,HOUSE,,3.0,342.0,False,,,1.0,,,,,1525.0,,,,
289000.0,4400,HOUSE,HOUSE,JUST_RENOVATED,2.0,70.0,False,,,,,1.0,100.0,100.0,340.0,4.0,,,
235000.0,1080,APARTMENT,APARTMENT,GOOD,2.0,80.0,True,,,1.0,13.0,,,,,2.0,,,1.0
214000.0,2140,APARTMENT,APARTMENT,GOOD,2.0,70.0,False,,,,,,,,,,,,
365000.0,9000,HOUSE,HOUSE,AS_NEW,3.0,114.0,False,,,1.0,,1.0,70.0,70.0,143.0,2.0,,0.0,0.0
169000.0,7170,APARTMENT,APARTMENT,JUST_RENOVATED,2.0,85.0,False,0.0,,1.0,20.0,1.0,30.0,30.0,,2.0,0.0,0.0,0.0
235000.0,9473,APARTMENT,APARTMENT,GOOD,2.0,78.0,False,0.0,,1.0,5.0,,,,,4.0,0.0,0.0,1.0
170000.0,7080,HOUSE,HOUSE,GOOD,2.0,100.0,False,0.0,,1.0,10.0,1.0,40.0,40.0,0.0,2.0,,0.0,0.0
430000.0,1070,HOUSE,APARTMENT_BLOCK,AS_NEW,3.0,161.0,False,0.0,,1.0,15.0,1.0,40.0,40.0,115.0,2.0,0.0,0.0,0.0
265000.0,1070,APARTMENT,APARTMENT,AS_NEW,2.0,89.0,True,0.0,,,,,,,,2.0,0.0,0.0,1.0
2815000.0,1654,HOUSE,HOUSE,,6.0,1800.0,False,,,,,,,,3500.0,3.0,,,
549000.0,4550,HOUSE,HOUSE,GOOD,5.0,322.0,False,,,1.0,45.0,1.0,940.0,940.0,1275.0,,,,
299000.0,2800,HOUSE,HOUSE,TO_RENOVATE,3.0,128.0,False,,,1.0,,,,,470.0,3.0,,,
155000.0,4460,HOUSE,HOUSE,GOOD,4.0,94.0,False,0.0,,,,1.0,100.0,100.0,149.0,2.0,0.0,0.0,0.0
335000.0,7382,HOUSE,FARMHOUSE,AS_NEW,3.0,338.0,False,,,1.0,,1.0,553.0,553.0,820.0,4.0,,,
285000.0,9300,HOUSE,HOUSE,,3.0,207.0,False,0.0,,,,,,,267.0,3.0,0.0,0.0,0.0
155000.0,1180,APARTMENT,APARTMENT,GOOD,1.0,36.0,False,,,,,,,,,2.0,,,1.0
395000.0,6700,HOUSE,APARTMENT_BLOCK,GOOD,4.0,131.0,False,,,,,1.0,413.0,413.0,505.0,2.0,,,
395000.0,1050,APARTMENT,APARTMENT,AS_NEW,2.0,84.0,True,0.0,,,,,,,,2.0,0.0,0.0,0.0
1985000.0,1180,APARTMENT,DUPLEX,AS_NEW,3.0,274.0,True,,,1.0,,,,,,3.0,0.0,1.0,1.0
750000.0,3020,HOUSE,VILLA,TO_RESTORE,6.0,352.0,False,,1.0,1.0,,1.0,1100.0,1100.0,1392.0,4.0,,,1.0
499000.0,2070,HOUSE,HOUSE,AS_NEW,3.0,274.0,False,,1.0,1.0,30.0,1.0,154.0,154.0,247.0,3.0,,,1.0
480000.0,4610,HOUSE,APARTMENT_BLOCK,,7.0,413.0,False,0.0,,1.0,67.0,,,,370.0,3.0,,,
439000.0,4300,HOUSE,HOUSE,AS_NEW,4.0,161.0,False,0.0,,1.0,30.0,1.0,1002.0,1002.0,1110.0,4.0,,0.0,0.0
255000.0,7866,HOUSE,HOUSE,,2.0,90.0,False,0.0,,,,,,,866.0,3.0,0.0,0.0,0.0
299000.0,8470,HOUSE,HOUSE,JUST_RENOVATED,4.0,183.0,False,,,1.0,,,,,171.0,,,,
249900.0,6810,HOUSE,HOUSE,AS_NEW,3.0,,False,,,1.0,1.0,1.0,1.0,1.0,348.0,2.0,0.0,0.0,0.0
499000.0,2800,HOUSE,MIXED_USE_BUILDING,,6.0,267.0,False,,,1.0,5.0,,,,151.0,3.0,,1.0,1.0
299000.0,3620,HOUSE,MIXED_USE_BUILDING,TO_BE_DONE_UP,3.0,230.0,False,,,1.0,25.0,,,,234.0,,,,
,8400,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,
210000.0,2100,APARTMENT,APARTMENT,,2.0,95.0,True,0.0,,1.0,8.0,,,,,,,,1.0
585000.0,8900,HOUSE,HOUSE,GOOD,4.0,280.0,False,,,1.0,17.0,,,,151.0,,,,
220000.0,3800,HOUSE,HOUSE,,4.0,205.0,False,,,,,1.0,537.0,537.0,537.0,,,,
119000.0,8370,APARTMENT,APARTMENT,TO_RENOVATE,2.0,74.0,False,,,,,,,,,,,0.0,0.0
1150000.0,2000,APARTMENT,APARTMENT,AS_NEW,3.0,175.0,True,,,1.0,70.0,,,,,2.0,,,1.0
,8670,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,
495000.0,1030,HOUSE,HOUSE,GOOD,4.0,210.0,False,,,,,,,,0.0,2.0,,,
249000.0,3700,HOUSE,HOUSE,GOOD,2.0,108.0,False,0.0,,,,,,,222.0,2.0,0.0,0.0,
625000.0,3040,HOUSE,HOUSE,GOOD,4.0,210.0,False,,,1.0,40.0,,,,1520.0,4.0,,0.0,0.0
209780.0,8420,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,81.0,False,0.0,,1.0,,,,,,,,,1.0
319000.0,3500,HOUSE,HOUSE,GOOD,2.0,128.0,False,,,,,,,,244.0,2.0,1.0,,
247500.0,5000,APARTMENT,APARTMENT,JUST_RENOVATED,2.0,80.0,False,,,,,,,,,,,,1.0
389000.0,8400,HOUSE,TOWN_HOUSE,GOOD,4.0,264.0,False,,1.0,1.0,6.0,1.0,39.0,39.0,141.0,2.0,0.0,0.0,0.0
569000.0,2328,HOUSE,HOUSE,AS_NEW,2.0,204.0,False,,,,,,,,599.0,2.0,,0.0,0.0
274500.0,2930,APARTMENT,PENTHOUSE,,3.0,116.0,False,,,1.0,10.0,,,,,2.0,,,
175000.0,1570,HOUSE,MIXED_USE_BUILDING,TO_RENOVATE,2.0,265.0,False,0.0,,,,,,,187.0,2.0,0.0,0.0,0.0
275000.0,4460,HOUSE,HOUSE,AS_NEW,3.0,110.0,False,0.0,,1.0,,1.0,230.0,230.0,372.0,2.0,0.0,0.0,
225000.0,9600,APARTMENT,APARTMENT,,2.0,90.0,False,,,1.0,,,,,,2.0,,,
,8560,HOUSE_GROUP,HOUSE_GROUP,,,,False,,,,,,,,,,,,
110000.0,7370,HOUSE,HOUSE,TO_RENOVATE,4.0,85.0,False,0.0,,1.0,38.0,1.0,90.0,90.0,311.0,2.0,,0.0,0.0
265000.0,8750,APARTMENT,APARTMENT,GOOD,2.0,100.0,False,,,1.0,22.0,,,,,,,,1.0
257500.0,2100,HOUSE,HOUSE,TO_RENOVATE,4.0,182.0,False,,,,,1.0,65.0,65.0,0.0,2.0,,,
398000.0,9820,HOUSE,HOUSE,,3.0,160.0,False,0.0,,,,,,,1130.0,,,,
301948.0,9052,APARTMENT,APARTMENT,,1.0,69.0,True,0.0,,1.0,9.0,,,,,3.0,0.0,0.0,1.0
369000.0,8420,HOUSE,HOUSE,TO_RENOVATE,2.0,85.0,False,,,,,,,,871.0,4.0,,,
390000.0,1140,APARTMENT,APARTMENT,AS_NEW,2.0,89.0,True,1.0,,1.0,8.0,,,,,2.0,,1.0,1.0
850000.0,2060,HOUSE,MANSION,AS_NEW,4.0,235.0,False,,,1.0,20.0,,,,258.0,4.0,,0.0,0.0
2275000.0,2950,HOUSE,VILLA,GOOD,6.0,719.0,False,,,,,1.0,3600.0,3600.0,3600.0,4.0,,0.0,0.0
119000.0,4051,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,112.0,False,,,,,,,,,2.0,,,
315000.0,9290,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,190.0,False,,,,,,,,440.0,3.0,,0.0,0.0
245000.0,9473,APARTMENT,APARTMENT,GOOD,2.0,98.0,False,0.0,,1.0,2.0,,,,,4.0,0.0,0.0,
549000.0,4040,HOUSE,APARTMENT_BLOCK,GOOD,5.0,289.0,False,0.0,,1.0,40.0,,,,163.0,2.0,0.0,0.0,0.0
399000.0,8690,HOUSE,HOUSE,TO_RENOVATE,4.0,554.0,False,,,,,1.0,1656.0,1656.0,1656.0,3.0,,0.0,0.0
235000.0,6060,HOUSE,HOUSE,,4.0,270.0,False,,,1.0,50.0,,,,564.0,2.0,,,
376000.0,9890,HOUSE,HOUSE,AS_NEW,3.0,174.0,True,0.0,,1.0,9.0,1.0,15.0,15.0,198.0,3.0,0.0,,0.0
279000.0,8600,HOUSE,HOUSE,GOOD,4.0,224.0,False,0.0,,1.0,,,,,160.0,,,,
412000.0,1348,APARTMENT,APARTMENT,AS_NEW,2.0,90.0,False,,,1.0,9.0,,,,,,,,1.0
395000.0,8730,HOUSE,HOUSE,AS_NEW,3.0,160.0,True,0.0,,1.0,14.0,,,,707.0,3.0,0.0,0.0,0.0
488591.0,3360,HOUSE,HOUSE,,3.0,209.0,False,0.0,,,,,,,610.0,,,,
135000.0,8200,APARTMENT,APARTMENT,TO_BE_DONE_UP,1.0,37.0,False,,,1.0,,,,,,,,,
1800000.0,1080,HOUSE,MIXED_USE_BUILDING,TO_BE_DONE_UP,0.0,1256.0,False,0.0,,,,,,,1000.0,2.0,0.0,,0.0
220000.0,7850,HOUSE,APARTMENT_BLOCK,TO_RENOVATE,3.0,407.0,False,0.0,,1.0,80.0,1.0,480.0,480.0,970.0,2.0,0.0,0.0,0.0
,9032,HOUSE_GROUP,HOUSE_GROUP,,,,False,,,,,,,,,,,,
390000.0,8400,HOUSE,HOUSE,GOOD,8.0,326.0,False,,,1.0,,,,,287.0,,,,
745000.0,2018,APARTMENT,GROUND_FLOOR,JUST_RENOVATED,4.0,189.0,False,,,1.0,20.0,1.0,110.0,110.0,,,,,1.0
325000.0,9040,APARTMENT,APARTMENT,AS_NEW,2.0,126.0,False,0.0,,1.0,12.0,,,,,3.0,0.0,0.0,0.0
320000.0,9051,APARTMENT,APARTMENT,GOOD,2.0,76.0,True,0.0,,1.0,12.0,,,,,,,,
220000.0,5370,HOUSE,HOUSE,TO_RENOVATE,4.0,225.0,False,,,,,,,,210.0,2.0,,,
185000.0,6820,HOUSE,MIXED_USE_BUILDING,,0.0,,False,,,,,,,,0.0,3.0,0.0,0.0,0.0
699000.0,9080,HOUSE,HOUSE,AS_NEW,4.0,297.0,True,,,1.0,22.0,1.0,250.0,250.0,666.0,3.0,,,
199000.0,9200,HOUSE,HOUSE,TO_RENOVATE,3.0,181.0,False,0.0,,,,,,,218.0,2.0,,,0.0
292105.0,9700,APARTMENT,APARTMENT,AS_NEW,2.0,86.0,True,0.0,,1.0,4.0,,,,,2.0,0.0,0.0,0.0
378000.0,3010,HOUSE,HOUSE,AS_NEW,2.0,151.0,False,,,,,,,,129.0,2.0,,0.0,0.0
230000.0,8690,HOUSE,HOUSE,TO_RENOVATE,4.0,554.0,False,,,,,1.0,1656.0,1656.0,1656.0,3.0,,0.0,0.0
349000.0,1082,APARTMENT,APARTMENT,AS_NEW,2.0,88.0,True,,,1.0,7.0,,,,,3.0,0.0,0.0,1.0
399000.0,2000,APARTMENT,PENTHOUSE,GOOD,2.0,107.0,False,,,1.0,50.0,,,,,2.0,,,1.0
327500.0,8400,APARTMENT,APARTMENT,,2.0,75.0,False,0.0,,1.0,20.0,,,,,2.0,,1.0,1.0
795000.0,8000,HOUSE,MANSION,AS_NEW,4.0,178.0,False,,,1.0,,,,,85.0,4.0,,0.0,0.0
174000.0,2020,APARTMENT,APARTMENT,GOOD,1.0,48.0,False,,,,,,,,,2.0,,,
275000.0,1040,APARTMENT,FLAT_STUDIO,AS_NEW,1.0,53.0,True,1.0,,,,,,,,,0.0,0.0,1.0
149000.0,8370,APARTMENT,APARTMENT,,1.0,35.0,False,1.0,,1.0,3.0,,,,,,,,1.0
161000.0,9300,HOUSE,HOUSE,TO_RENOVATE,3.0,150.0,False,,,,,,,,140.0,2.0,,,
250000.0,7000,HOUSE,HOUSE,GOOD,4.0,115.0,False,0.0,,1.0,23.0,,,,397.0,3.0,,0.0,
399000.0,8370,HOUSE,HOUSE,GOOD,4.0,111.0,False,1.0,,,,,,,0.0,2.0,,,
209900.0,3970,APARTMENT,GROUND_FLOOR,,1.0,86.0,False,,,1.0,9.0,1.0,59.0,59.0,,2.0,,,1.0
270000.0,9240,HOUSE,HOUSE,TO_RENOVATE,4.0,179.0,False,,,,,,,,360.0,3.0,0.0,,0.0
2490000.0,1180,APARTMENT,APARTMENT,AS_NEW,2.0,314.0,False,0.0,1.0,1.0,380.0,,,,,,0.0,0.0,1.0
219000.0,2020,APARTMENT,APARTMENT,GOOD,2.0,111.0,False,,,,,,,,,2.0,,,1.0
160000.0,4400,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,93.0,False,,,1.0,30.0,1.0,128.0,128.0,226.0,4.0,,,
,8630,HOUSE_GROUP,HOUSE_GROUP,,,,False,,,,,,,,,,,,
275000.0,8370,APARTMENT,APARTMENT,GOOD,3.0,143.0,False,,,,,,,,,,,,
299000.0,4040,HOUSE,HOUSE,GOOD,4.0,168.0,False,0.0,,1.0,50.0,1.0,268.0,268.0,699.0,4.0,0.0,0.0,0.0
980000.0,1950,HOUSE,HOUSE,GOOD,5.0,245.0,True,0.0,,1.0,15.0,1.0,660.0,660.0,800.0,4.0,0.0,0.0,0.0
800000.0,1180,HOUSE,HOUSE,TO_BE_DONE_UP,6.0,335.0,False,0.0,1.0,1.0,15.0,1.0,317.0,317.0,400.0,3.0,0.0,,0.0
2850000.0,8300,HOUSE,VILLA,AS_NEW,6.0,285.0,True,0.0,,1.0,,,,,2648.0,4.0,0.0,1.0,0.0
495000.0,1040,HOUSE,HOUSE,TO_BE_DONE_UP,5.0,270.0,True,0.0,,1.0,10.0,,,,104.0,2.0,0.0,0.0,0.0
465000.0,1140,APARTMENT,APARTMENT,GOOD,3.0,110.0,False,,,1.0,22.0,,,,,,,,1.0
445000.0,1150,APARTMENT,APARTMENT,GOOD,3.0,120.0,False,0.0,,1.0,9.0,1.0,25.0,25.0,,,0.0,1.0,1.0
,9042,HOUSE_GROUP,HOUSE_GROUP,,,,False,,,,,,,,,,,,
260250.0,9300,APARTMENT,APARTMENT,,3.0,110.0,False,,,1.0,8.0,,,,,4.0,,,
395000.0,2018,APARTMENT,APARTMENT,AS_NEW,3.0,125.0,False,,,1.0,6.0,,,,,,,0.0,1.0
595000.0,1820,HOUSE,EXCEPTIONAL_PROPERTY,AS_NEW,6.0,362.0,True,0.0,,1.0,80.0,1.0,20.0,20.0,195.0,3.0,0.0,0.0,0.0
620000.0,3500,HOUSE,HOUSE,TO_RENOVATE,4.0,285.0,False,,1.0,1.0,,,,,1052.0,4.0,,0.0,0.0
250000.0,1020,APARTMENT,GROUND_FLOOR,GOOD,2.0,82.0,False,,,1.0,3.0,1.0,90.0,90.0,,2.0,,,
229000.0,8500,HOUSE,HOUSE,AS_NEW,3.0,93.0,True,0.0,,1.0,6.0,1.0,8.0,8.0,60.0,2.0,,,0.0
990000.0,4140,HOUSE,EXCEPTIONAL_PROPERTY,GOOD,7.0,360.0,False,0.0,,1.0,,1.0,10669.0,10669.0,10669.0,4.0,0.0,0.0,0.0
3750000.0,8300,HOUSE,HOUSE,AS_NEW,4.0,298.0,False,,,,,,,,624.0,4.0,1.0,0.0,0.0
550000.0,5621,HOUSE,HOUSE,GOOD,6.0,254.0,False,,,,,,,,0.0,3.0,,,
595000.0,8300,APARTMENT,APARTMENT,AS_NEW,2.0,62.0,False,,,,,,,,,2.0,,,1.0
239000.0,1120,APARTMENT,GROUND_FLOOR,AS_NEW,1.0,70.0,False,0.0,,1.0,53.0,1.0,100.0,100.0,,3.0,0.0,1.0,1.0
129000.0,8430,APARTMENT,FLAT_STUDIO,,0.0,32.0,False,1.0,,1.0,,,,,,,,,1.0
595000.0,8300,APARTMENT,APARTMENT,JUST_RENOVATED,2.0,63.0,False,,,,,,,,,2.0,,,1.0
69000.0,1190,APARTMENT,GROUND_FLOOR,,1.0,28.0,False,,,,,,,,,,,,
475000.0,6940,HOUSE,HOUSE,,4.0,227.0,False,1.0,1.0,1.0,,1.0,907.0,907.0,907.0,4.0,,,
350000.0,2370,HOUSE,APARTMENT_BLOCK,TO_RENOVATE,4.0,302.0,False,,,,,,,,0.0,3.0,,,
758594.0,8670,HOUSE,HOUSE,GOOD,3.0,242.0,True,,,,,,,,662.0,,,,
325000.0,8800,HOUSE,HOUSE,GOOD,4.0,149.0,False,,,,,,,,295.0,2.0,,0.0,0.0
349000.0,1140,APARTMENT,APARTMENT,AS_NEW,2.0,74.0,False,1.0,,1.0,,,,,,2.0,0.0,1.0,1.0
1495000.0,8300,HOUSE,HOUSE,JUST_RENOVATED,4.0,316.0,False,,,1.0,,,,,262.0,,,,
345000.0,2170,HOUSE,HOUSE,,1.0,135.0,False,0.0,,,,,,,95.0,2.0,0.0,0.0,0.0
,8780,HOUSE_GROUP,HOUSE_GROUP,,,,False,,,,,,,,,,,,
185000.0,1070,APARTMENT,FLAT_STUDIO,AS_NEW,0.0,41.0,True,0.0,,,,,,,,,0.0,1.0,1.0
295000.0,9420,APARTMENT,DUPLEX,JUST_RENOVATED,3.0,142.0,False,,,1.0,5.0,1.0,800.0,800.0,,,,,
679000.0,8300,APARTMENT,APARTMENT,AS_NEW,2.0,98.0,False,,,1.0,,,,,,,,,1.0
299000.0,6860,HOUSE,HOUSE,AS_NEW,4.0,230.0,False,0.0,,,,,,,667.0,2.0,0.0,0.0,0.0
359000.0,8370,HOUSE,HOUSE,JUST_RENOVATED,3.0,188.0,False,1.0,1.0,1.0,,,,,217.0,,,,
175000.0,5590,APARTMENT,APARTMENT,,2.0,78.0,False,,,1.0,15.0,,,,,3.0,,,1.0
249000.0,3500,APARTMENT,APARTMENT,GOOD,1.0,65.0,False,,,1.0,15.0,,,,,,,,1.0
395000.0,3000,HOUSE,HOUSE,,2.0,99.0,False,,,1.0,24.0,,,,58.0,2.0,,,
393000.0,8730,HOUSE,HOUSE,GOOD,5.0,212.0,False,,,,,,,,340.0,,,,
359000.0,8450,HOUSE,TOWN_HOUSE,GOOD,3.0,201.0,False,,,,,,,,0.0,,,0.0,0.0
490000.0,1200,APARTMENT,APARTMENT,TO_RENOVATE,2.0,120.0,False,0.0,,1.0,24.0,,,,,2.0,0.0,0.0,1.0
469000.0,8210,HOUSE,HOUSE,,4.0,336.0,False,0.0,,1.0,,,,,1457.0,4.0,0.0,0.0,0.0
415000.0,2610,HOUSE,HOUSE,GOOD,3.0,192.0,False,,,1.0,,1.0,50.0,50.0,168.0,2.0,,,
400000.0,1150,APARTMENT,APARTMENT,TO_BE_DONE_UP,3.0,113.0,False,0.0,,1.0,,,,,,2.0,0.0,0.0,1.0
335000.0,6900,APARTMENT,GROUND_FLOOR,AS_NEW,3.0,139.0,False,0.0,,1.0,13.0,1.0,111.0,111.0,,3.0,0.0,,1.0
1945000.0,8300,APARTMENT,PENTHOUSE,AS_NEW,4.0,203.0,True,0.0,,1.0,10.0,,,,,2.0,0.0,,1.0
219000.0,8400,APARTMENT,APARTMENT,TO_RENOVATE,2.0,97.0,False,0.0,,1.0,2.0,,,,,,,,1.0
875000.0,8800,HOUSE,HOUSE,GOOD,4.0,424.0,False,,,,,,,,816.0,4.0,0.0,0.0,0.0
249000.0,2160,APARTMENT,APARTMENT,GOOD,3.0,99.0,False,,,1.0,4.0,,,,,,,,
249000.0,9600,HOUSE,HOUSE,GOOD,3.0,159.0,False,,,,,,,,636.0,4.0,,0.0,0.0
299000.0,4500,HOUSE,HOUSE,,4.0,135.0,False,0.0,,,,,,,150.0,3.0,0.0,0.0,0.0
630000.0,2060,APARTMENT,PENTHOUSE,GOOD,3.0,138.0,False,,,1.0,43.0,,,,,,,,1.0
99000.0,7380,HOUSE,HOUSE,TO_RESTORE,2.0,103.0,False,,,,,1.0,117.0,117.0,185.0,2.0,,,
390000.0,9040,APARTMENT,APARTMENT,,4.0,210.0,False,,,1.0,2.0,,,,,,,,
315000.0,3200,HOUSE,HOUSE,GOOD,3.0,142.0,False,0.0,,1.0,,,,,80.0,2.0,0.0,0.0,
190000.0,1083,APARTMENT,APARTMENT,GOOD,2.0,,False,,,1.0,11.0,,,,,3.0,,,1.0
405000.0,9520,HOUSE,HOUSE,AS_NEW,3.0,152.0,True,0.0,,1.0,,,,,270.0,3.0,0.0,0.0,0.0
209000.0,9700,HOUSE,HOUSE,TO_RENOVATE,3.0,155.0,False,0.0,,,,,,,144.0,2.0,,0.0,
189000.0,6800,APARTMENT,APARTMENT,GOOD,2.0,81.0,False,,,,,,,,,2.0,,,
249000.0,9820,APARTMENT,APARTMENT,,2.0,84.0,False,,,1.0,12.0,,,,,,,,1.0
725000.0,9280,HOUSE,HOUSE,TO_BE_DONE_UP,9.0,532.0,False,,,1.0,,,,,5951.0,4.0,,0.0,0.0
355000.0,8680,HOUSE,HOUSE,AS_NEW,4.0,216.0,False,,,1.0,,,,,1083.0,3.0,,0.0,0.0
595000.0,1600,HOUSE,VILLA,GOOD,3.0,227.0,False,,,,,,,,785.0,,,,
949000.0,3600,HOUSE,VILLA,AS_NEW,4.0,419.0,False,,,,,,,,26546.0,4.0,1.0,0.0,0.0
375000.0,1400,HOUSE,APARTMENT_BLOCK,TO_RENOVATE,3.0,189.0,False,,,,,,,,85.0,2.0,,,
399000.0,1040,APARTMENT,DUPLEX,GOOD,2.0,116.0,False,,,1.0,,,,,,,,,
945000.0,1200,HOUSE,HOUSE,GOOD,5.0,370.0,True,0.0,,1.0,20.0,1.0,110.0,110.0,225.0,2.0,0.0,0.0,0.0
595000.0,2660,HOUSE,HOUSE,AS_NEW,4.0,284.0,False,,,1.0,12.0,,,,603.0,3.0,,0.0,0.0
429000.0,2140,APARTMENT,APARTMENT,,3.0,186.0,False,0.0,,1.0,,1.0,83.0,83.0,,,,,0.0
695000.0,8000,HOUSE,HOUSE,GOOD,3.0,167.0,False,,,1.0,,,,,155.0,,,0.0,
165000.0,4400,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,98.0,False,,,1.0,16.0,,,,0.0,3.0,,,
415000.0,9000,APARTMENT,APARTMENT,GOOD,3.0,125.0,False,0.0,,1.0,,,,,,3.0,0.0,0.0,1.0
695000.0,1000,APARTMENT,APARTMENT,JUST_RENOVATED,2.0,150.0,False,,,1.0,,,,,,2.0,,,1.0
715000.0,1150,APARTMENT,APARTMENT,AS_NEW,3.0,140.0,True,0.0,,1.0,23.0,,,,,,0.0,1.0,1.0
59500.0,8370,APARTMENT,FLAT_STUDIO,,0.0,34.0,False,1.0,,1.0,3.0,,,,,,,,1.0
455000.0,8300,APARTMENT,DUPLEX,AS_NEW,4.0,130.0,True,0.0,,1.0,23.0,,,,,2.0,,,0.0
945000.0,2223,HOUSE,HOUSE,AS_NEW,5.0,351.0,False,0.0,,1.0,,,,,1430.0,4.0,1.0,,
420000.0,7810,HOUSE,HOUSE,TO_RENOVATE,6.0,374.0,False,0.0,,1.0,,,,,1279.0,4.0,0.0,0.0,0.0
255000.0,8450,APARTMENT,APARTMENT,GOOD,2.0,93.0,True,,,1.0,8.0,,,,,,,,1.0
310000.0,2950,APARTMENT,PENTHOUSE,GOOD,2.0,66.0,False,0.0,,1.0,55.0,,,,,2.0,,,1.0
995000.0,9630,HOUSE,VILLA,GOOD,6.0,561.0,False,,,1.0,,,,,4925.0,,,,
420000.0,1082,HOUSE,HOUSE,AS_NEW,2.0,135.0,False,0.0,,1.0,30.0,,,,132.0,2.0,,,0.0
549000.0,2275,HOUSE,HOUSE,TO_RENOVATE,3.0,201.0,False,,,1.0,,,,,5123.0,4.0,,,
220000.0,1420,APARTMENT,APARTMENT,,1.0,60.0,False,0.0,,,,,,,,2.0,0.0,0.0,1.0
249000.0,8640,HOUSE,HOUSE,GOOD,4.0,270.0,False,,,1.0,,,,,1404.0,3.0,,,
255000.0,1080,APARTMENT,APARTMENT,GOOD,2.0,85.0,False,,,,,,,,,2.0,,,
189000.0,1080,APARTMENT,APARTMENT,GOOD,2.0,75.0,False,0.0,,,,,,,,2.0,0.0,0.0,0.0
259000.0,1082,APARTMENT,APARTMENT,JUST_RENOVATED,3.0,100.0,False,,,1.0,3.0,,,,,3.0,,,1.0
339000.0,9690,HOUSE,HOUSE,AS_NEW,4.0,173.0,False,,,1.0,50.0,1.0,350.0,350.0,543.0,3.0,0.0,0.0,0.0
199000.0,6890,HOUSE,HOUSE,GOOD,2.0,120.0,False,0.0,,1.0,20.0,1.0,300.0,300.0,568.0,4.0,0.0,0.0,0.0
149000.0,4540,HOUSE,HOUSE,TO_RENOVATE,4.0,180.0,False,0.0,,,,1.0,269.0,269.0,482.0,3.0,0.0,0.0,0.0
649900.0,2150,HOUSE,APARTMENT_BLOCK,JUST_RENOVATED,3.0,230.0,False,,,,,1.0,110.0,110.0,206.0,2.0,,,
295000.0,8810,APARTMENT,SERVICE_FLAT,GOOD,2.0,99.0,False,,,1.0,14.0,,,,,,,,1.0
358000.0,2970,APARTMENT,APARTMENT,GOOD,2.0,103.0,False,,,1.0,3.0,,,,,,,0.0,0.0
50000.0,6040,HOUSE,HOUSE,TO_RENOVATE,3.0,135.0,False,,,1.0,20.0,1.0,400.0,400.0,600.0,4.0,,,
350000.0,7330,HOUSE,HOUSE,AS_NEW,3.0,208.0,True,0.0,,1.0,10.0,,,,400.0,3.0,0.0,0.0,0.0
445000.0,1050,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,110.0,False,0.0,,,,,,,,,,0.0,1.0
1650000.0,8300,APARTMENT,APARTMENT,AS_NEW,3.0,125.0,False,1.0,,1.0,4.0,,,,,3.0,0.0,,1.0
399000.0,1390,HOUSE,MIXED_USE_BUILDING,AS_NEW,2.0,213.0,True,0.0,,1.0,18.0,,,,130.0,3.0,0.0,0.0,0.0
499000.0,2000,APARTMENT,APARTMENT,GOOD,2.0,137.0,False,,,1.0,9.0,,,,,,,,1.0
315000.0,8620,HOUSE,HOUSE,TO_RENOVATE,7.0,290.0,False,0.0,,,,,,,242.0,,,,
